0install,2.18-2ubuntu2,
deepin-boot-maker,5.7.10,
deepin-calculator,6.0.1,
deepin-camera,6.5.5,
deepin-compatibility-mode,0.1.2,
deepin-compressor,6.0.2,
deepin-data-transfer,1.0.2-1,
deepin-deb-installer,6.5.0,
deepin-devicemanager,6.0.28,
deepin-diskmanager,1.4.1,
deepin-distrobox-ubuntu,0,
deepin-draw,7.0.4,
deepin-editor,6.5.7,
deepin-feedback,6.0.0,
deepin-font-manager,6.5.3,
deepin-home,1.6.3,
deepin-image-viewer,5.9.20,
deepin-log-viewer,6.5.2,
deepin-mail,6.4.10,
deepin-manual,6.5.6.1,
deepin-movie,6.0.13-1,
deepin-music,6.2.40,
deepin-ocr,1.1.2,
deepin-picker,6.0.1,
deepin-reader,6.5.2,
deepin-screen-recorder,6.0.9+deepin0+rb1,
deepin-system-monitor,6.5.2,
deepin-system-upgrade,6.0.3,
deepin-terminal,6.0.16,
deepin-unioncode,1.4.8-1,
deepin-voice-note,6.0.17,
deja-dup,45.2-1build2,
deli-printer-a111,1.1.022,
dell-recovery,1.66,
deluge-gtk,2.1.2~dev0+20240121-1,
denemo,2.6.18-1build3,
desktopfolder,1.1.3-3build2,
devede,4.17.0-1,
developers-reference,13.4,
devhelp,43.0-4build3,
dfcgen-gtk,0.6-2build2,
d-feet,0.3.16-3,
dgedit,0.10.0-2build3,
dhelp,0.6.30,
dhewm3-d3xp,1.5.2+dfsg-1build2,
dhewm3-doom3,1.5.2+dfsg-1build2,
dia,0.98+git20240130-1build4,
dialect,2.1.1+~2.1.1-1,
dianara,1.4.4-1build2,
dictionaryreader.app,0+20080616+dfsg-2.1build1,
diffpdf,2.1.3.1-2build3,
diffuse,0.8.2-1ubuntu1.1,
digikam,8.2.0-0ubuntu6.2,
dillo,3.0.5-7build5,
din,58.1+ds-1,
ding,1.9-7,
dino-im,0.4.3-3,
diodon,1.13.0-1build2,
direwolf,1.7+dfsg-2build2,
displaycal,3.9.11-2ubuntu0.24.04.1,
distccmon-gnome,3.4+really3.4-4deepin1,
djview4,4.12-3build3,
dkopp,6.5-2build2,
dlt-viewer,2.25.0+dfsg-2build3,
dochelp,0.1.8,
DocScan,,
dodgindiamond2,0.2.2-4,
dolphin,23.08.5-0ubuntu4,
domino-chain,1.1-3build3,
doomsday,2.3.1+ds1-1build3,
doomsday-server,2.3.1+ds1-1build3,
dopewars,1.6.2-1build4,
dosbox,0.74-3-5build2,
dosbox-x,2024.03.01+dfsg-1build2,
dossizola,1.0-12,
doublecmd-common,1.1.11-1build1,
dozzaqueux,3.51-4,
dpkg-www,2.65,
dragonplayer,23.08.5-0ubuntu3,
drascula,1.0+ds4-2,
drascula-french,1.0+ds4-2,
drascula-german,1.0+ds4-2,
drascula-italian,1.0+ds4-2,
drascula-spanish,1.0+ds4-2,
drawing,1.0.2-1build1,
drawxtl,5.5-6.1build2,
dreamchess,0.3.0-2,
driftnet,1.5.0-0.2build3,
drkonqi,5.27.11-0ubuntu3,
drumkv1,0.9.34-1build3,
drumstick-tools,2.9.0-1.1build2,
dsda-doom,0.27.5+dfsg-1build2,
dspdfviewer,1.15.1-1.1build5,
d-spy,1.10.0-1build1,
dummyapp-wpsoffice,1.0.2,
dupeguru,4.3.1-4build1,
dustracing2d,2.1.1-2build2,
dvb-apps,1.1.1+rev1500-1.4build3,
dvbcut,0.7.4-1build4,
dvorak7min,1.6.1+repack-4,
dwarf-fortress,0.47.04+dfsg1-1build3,
dwww,1.16,
dx,4.4.4-15.1build2,
dxf2gcode,20191025-2,
dyssol-gui,1.1.1+ds1-2.1build4,
eartag,0.6.0-1,
easychem,0.6-9build2,
easyeffects,7.1.7-1,
easyssh,1.7.9-4build2,
easytag,2.4.3-5build3,
ebook2cwgui,0.1.2-7build3,
ebook-speaker,6.2.0-5build2,
ebumeter,0.5.1-1build2,
edb-debugger,1.3.0-2.1deepin0,
edenmath.app,1.1.1a-8build5,
edfbrowser,2.06+dfsg-1build2,
edgar,1.37-1build2,
edubuntu-docs,11.03.3,
edubuntu-installer,0.6,
edubuntu-menu,24.04.2.2,
eekboek-gui,2.04-1build1,
efte,1.1-4,
eiciel,0.10.0-1build2,
einstein,2.0.dfsg.2-10build1,
eiskaltdcpp-gtk,2.4.2-1.1build6,
eiskaltdcpp-qt,2.4.2-1.1build6,
eiskaltdcpp-web,1.0.1-2,
electric,9.07+dfsg-7,
elektroid,3.0.1-2build1,
elisa,23.08.5-0ubuntu3,
elki,0.7.1-10.1,
emacs-common,29.3+1-1ubuntu2,
emacs-gtk,29.3+1-1ubuntu2,
emacs-lucid,29.3+1-1ubuntu2,
emacs-pgtk,29.3+1-1ubuntu2,
email-reminder,0.8.3-1,
emboss-explorer,2.2.0-12,
emerald,0.8.18-4.2build1,
empire,1.16-2,
endeavour,43.0-1build3,
endless-sky,0.10.4-1build2,
enemylines3,1.25-1build3,
enemylines7,0.6-6,
engauge-digitizer,12.1+ds.1-1build3,
engrampa,1.26.2-4,
enigma,1.30+dfsg-1build2,
enlightenment,0.26.0-2build2,
entagged,0.35-6,
entangle,3.0-4build2,
eog,45.3-1ubuntu2,
eom,1.26.1-1build3,
ephoto,1.6.0-1build2,
epiphany,0.7.0+0-7,
epiphany-browser,46.0-2build1,
epoptes,23.08-1,
epsonscan2,6.7.42.10-1,
epson-tdbridge-pp100api,2.5.2,
eqonomize,1.5.6-1build2,
eric,23.2+ds1-2ubuntu1,
errands,45.1.9-2,
eskeysetuplog-admin,6.3.0.3,
espeakedit,1.48.15-2build3,
etherape,0.9.20-2build3,
etm,3.2.39-1,
etoys,5.0.2408-1build1,
ettercap-graphical,0.8.3.1-13build3,
etw,3.6+svn162-6build3,
euler,1.61.0-12build2,
eureka,1.27b-2build2,
eviacam,2.1.4-2.1build2,
evilwm,1.4.2-1,
evince,46.3.1-0ubuntu1,
evolution,3.52.3-0ubuntu1,
evolution-data-server,3.52.3-0ubuntu1,
evolvotron,0.8.1-1build3,
exadrums,0.7.0-1build2,
exaile,4.1.3+dfsg-2ubuntu1,
excellent-bifurcation,0.0.20071015-9build2,
exfalso,4.6.0-3,
expeyes,5.3.1+repack-6build1,
expeyes-doc-common,4.3-3,
explosive-c4,1.2-3build2,
extremetuxracer,0.8.3-1build1,
exult,1.8-2build3,
eyes17,5.3.1+repack-6build1,
f3d,2.2.1+dfsg-2build3,
falkon,24.01.75-1build3,
fanwor,1.16-1build2,
far2l,2.6.0~beta+ds-1ubuntu0.3,
fastqc,0.12.1+dfsg-3,
faustworks,0.5~repack0-6build3,
fbreader,0.99.4+dfsg-5.1build3,
fbzx,4.8.0-2build2,
fccexam,1.0.7-1.1,
fceux,2.6.5+dfsg1-2build3,
fcitx5,5.1.11-2deepin2,
fcitx5-config-qt,5.1.4-1,
fcitx5-frontend-qt5,5.1.8-2deepin1+rb1,
fcitx5-frontend-qt6,5.1.8-2deepin1+rb1,
fcitx-config-gtk,0.4.10.32-2deepin,
fcitx-data,4.2.9.32.38-deepin,
fcitx-ui-light,0.1.3-5,
fcitx-ui-qimpanel,2.1.3-2build4,
feathernotes,1.1.1-1build2,
featherpad,1.4.1-0ubuntu4,
feh,3.10.1-1ubuntu0.1,
felix-latin,2.0-14build2,
ferret,0.7-3,
ferret-vis,7.6.0-7ubuntu1,
fet,6.8.5-1build2,
ffado-mixer-qt4,2.4.9-1,
fgallery,1.9.1+ds-2,
fheroes2,1.0.12+dfsg-1,
filelight,23.08.5-0ubuntu3,
file-roller,44.3-0ubuntu1,
filezilla,3.66.5-2build2,
filius,2.5.1+ds-1,
filler,1.02-6.4,
fillets-ng,1.0.1-4build2,
firefox,131.0.3-1deepin1,
firefox-esr,115.2.1esr-1,
firetools,0.9.72-1build2,
firewall-config,2.1.2-1,
fish-common,3.7.1-1,
fityk,1.3.2-3build3,
five-or-more,3.32.3-1build2,
flamerobin,0.9.10.ds.2-1build2,
flameshot,12.1.0-3,
flamp,2.2.09-1build2,
flare-engine,1.14-3,
fldiff,1.1+0-6build3,
fldigi,4.2.03-1build3,
flent,2.1.1-2,
flightgear,2020.3.18+dfsg-1.1,
flight-of-the-amazon-queen,1.0.0-9,
flmsg,4.0.23-1build2,
flobopuyo,0.20-5.1,
flowblade,2.12.0.2-1ubuntu1,
flpsed,0.7.3-9build2,
flrig,2.0.04-1build2,
fltk1.1-games,1.1.10-29,
fltk1.3-games,1.3.8-6.1build2,
fluid,1.3.8-6.1build2,
fluidsynth-dssi,1.0.0-9build1,
flwrap,1.3.6-1build2,
fmit,1.2.14-0.1build4,
fnott,1.4.1+ds-1build3,
focuswriter,1.8.6-1build2,
foliate,4.~really3.1.1-1,
font-downloader,10.0.0-3,
fontforge,20230101~dfsg-3,
font-manager,0.8.8-4build2,
fontmatrix,0.9.100+ds-1build2,
font-viewer,0.8.8-4build2,
foobillardplus,3.43~svn170+dfsg-7build2,
fookb,4.1-3,
foot,1.16.2-2ubuntu0.1,
form,4.3.0+git20230104+ds-1build2,
formiko,1.4.3-2.1,
fotoxx,20.08-2build5,
founder-sane-backend,20200526-1.4.5.011,
four-in-a-row,3.38.1-deepin1,
foxtrotgps,1.2.2+bzr332-1build4,
fqterm,0.9.10.1-4build3,
fracplanet,0.5.1-6build3,
fractalnow,0.8.2-5build2,
fractgen,2.1.13-1build3,
fraqtive,0.4.8.1-1build3,
free42-nologo,3.1.4+ds-1build2,
freealchemist,0.5-2,
freeciv-client-extras,3.1.0+ds-1build5,
freeciv-client-gtk3,3.1.0+ds-1build5,
freeciv-client-qt,3.1.0+ds-1build5,
freeciv-client-sdl,3.1.0+ds-1build5,
freeciv-ruleset-tools,3.1.0+ds-1build5,
freeciv-server,3.1.0+ds-1build5,
freecol,1.1.0-1,
freedink-dfarc,3.14-5build3,
freedink-engine,109.6-5,
freedm,0.13.0-1,
freedoom,0.13.0-1,
freedroid,1.0.2+cvs040112-7,
freedroidrpg,1.0-1build2,
freedv,1.8.11-1build4,
freefilesync,13.3-2build3,
freegish,1.53+git20170110+dfsg-2build2,
freeorion,0.5+git20230820-4build5,
freeplane,1.7.10-1,
freespace2-launcher-wxlauncher,0.12.0~rc3+dfsg-1build2,
freesweep,1.0.2-1,
freetuxtv,0.6.8~dfsg1-2build3,
freewheeling,0.6.6-1build3,
frescobaldi,3.3.0+ds1-2,
fritzing,1.0.1-1build4,
frogatto,1.3.1+dfsg-6build4,
frogr,1.8.1-1build3,
frozen-bubble,2.212-12build5,
fs-uae,3.1.66-2build2,
fs-uae-arcade,3.1.63-2,
ft2-clone,1.72.1+ds-1build3,
ftools-fv,5.5.2+dfsg-3,
ftp.app,0.6-2build5,
funguloids,1.06-15build2,
funnyboat,1.5-11,
fuse-emulator-gtk,1.6.0+dfsg1-2build3,
fuse-emulator-sdl,1.6.0+dfsg1-2build3,
fusion-icon,0.2.4-8,
fwbuilder,5.3.7-5ubuntu0.24.04.1,
gabedit,2.5.1+ds-1build3,
gajim,1.8.4-3,
galculator,2.1.4-1.2build2,
galois,0.8-1build2,
galternatives,1.0.9,
gamazons,0.83-12,
gambas3-ide,3.19.0-2ubuntu10,
gameconqueror,0.17-5build2,
game-data-packager-runtime,77ubuntu2,
gamgi,0.17.5-1build2,
gamine,1.6-1build3,
gammaray,2.11.3-3,
gammastep,2.0.9-1build2,
ganyremote,8.1.1-1,
garden-of-coloured-lights,1.0.9-2build3,
gargoyle-free,2023.1+dfsg-4build4,
garlic,1.6-3,
gastman,0.99+1.0rc1-0ubuntu12,
gaupol,1.11-2,
gausssum,3.0.2-2,
gav,0.9.0-3.2,
gbatnav,1.0.4cvs20051004-7,
gbemol,0.3.2-2ubuntu6,
gbgoffice,1.4-12build2,
gbonds,2.0.3-17build3,
gbrainy,2.4.6-2build1,
gbsplay,0.0.96-1build3,
gchempaint,0.14.17-6.2build2,
gcin,2.9.0+dfsg1-3build1,
gcolor3,2.4.0-2build2,
gcompris-qt,4.0-1build3,
gconjugue,0.8.5-2build2,
gcr,3.41.2-1build3,
gcrystal,0.14.17-6.2build2,
gcu-bin,0.14.17-6.2build2,
gddccontrol,1.0.3-1deepin1,
gdebi,0.9.5.7+nmu7,
gdigi,0.4.0+git20200615+1c2c89f-3build3,
gdis,0.90-6build3,
gdm3,46.2-1ubuntu1~24.04.1,
gdmap,1.2.0-1build2,
gdm-settings,4.3-1,
gdpc,2.2.5-16build2,
geany,2.0-1build2,
gearhead,1.310-3,
gearhead2,0.701-2,
gearhead2-sdl,0.701-2,
gearhead-sdl,1.310-3,
geary,44.1-2build2,
gedit,46.2-2,
geeqie,2.2-2build4,
geeqie-common,2.2-2build4,
geg,2.0.9-4build2,
geis-tools,2.2.17+16.04.20160126-0ubuntu10,
geki2,2.0.3-10,
geki3,1.0.3-10,
gelemental,2.0.2-1.1build2,
gemdropx,0.9-9,
gemrb,0.9.2+dfsg-1build3,
gemrb-baldurs-gate,0.9.2+dfsg-1build3,
gemrb-baldurs-gate-2,0.9.2+dfsg-1build3,
gemrb-icewind-dale,0.9.2+dfsg-1build3,
gemrb-icewind-dale-2,0.9.2+dfsg-1build3,
gemrb-planescape-torment,0.9.2+dfsg-1build3,
gentle,1.9.5~alpha1+dfsg-1build2,
gentoo,0.20.7-3build2,
geoclue-2.0,2.7.1-2,
geoclue-2-demo,2.7.1-2,
geogebra,4.0.34.0+dfsg1-9,
geomview,1.9.5-4.1build2,
geonkick,2.10.2-0ubuntu4,
geophar,18.09+dfsg1-2,
geotranz,3.7-3ubuntu1,
gerbera,2.0.0+dfsg-1build3,
gerbv,2.10.0-1build2,
gfaim,0.30-0ubuntu6,
gfm,1.09~git20220826.71eaa92-1build2,
gfpoken,1-4build2,
gftp-gtk,2.9.1~beta-2build2,
ggobi,2.1.11-2build3,
ghex,46.0-1build1,
ghextris,0.9.0-5,
ghostwriter,23.08.5+ds-0ubuntu3,
giada,0.22.0-4build2,
giara,1.1.0-0.1,
gigalomania,1.0+ds1-1.1,
giggle,0.7-6build2,
gigolo,0.5.3-1build2,
gimagereader,3.4.2-2build6,
gimagereader-qt5,3.4.2-2build6,
gimp,2.10.38-1deepin2,
ginga,5.0.0-1,
git-annex,10.20240129-1build1,
git-cola,4.6.1-1,
gitg,44-1build2,
gitso,0.6.2+svn158+dfsg-4,
gjacktransport,0.6.4-1build2,
gjiten,3.1-2build2,
gjots2,3.1.9-0ubuntu2,
gkamus,1.0-0ubuntu6,
gkbd-capplet,3.28.1-1build3,
gkdebconf,2.1.1build2,
gkrellm,2.3.11-2build2,
gl-117,1.3.2-3.1build1,
glabels,3.4.1-4build3,
glade,3.40.0-5build2,
glassgui,2.0.1-2build5,
glob2,0.9.4.4-6build1,
glogg,1.1.4-1.1ubuntu2,
glogic,2.6-6,
glom,1.30.4-7build8,
glpeces,5.2-3build3,
gltron,0.70final-12.4build2,
glueviz,1.17.1+dfsg-1,
gmanedit,0.4.2-8build3,
gm-assistant,1.2.4-1build3,
gmerlin,2.0.0~svn6298~dfsg0-3.1build3,
gmidimonitor,3.6+dfsg0-4build3,
gmpc,11.8.16-21build1,
gmrun,0.9.2-3build3,
gmsh,4.12.1+ds1-1.1build2,
gmtp,1.3.11-3.1build3,
gmult,11.0-1build2,
gniall,0.7.1-9build2,
gnomad2,2.9.6-8ubuntu1,
gnome-2048,3.38.2-3build2,
gnome-activity-journal,1.0.0-3ubuntu0.24.04.1,
gnome-authenticator,3.32.2+dfsg1-5,
gnome-bluetooth-sendto,46.0-1ubuntu1,
gnome-boxes,46.0-1build1,
gnome-breakout,0.5.3-8,
gnome-browser-connector,42.1-4,
gnome-builder,46.2-0ubuntu1,
gnome-calculator,46.1-1ubuntu1~24.04.1,
gnome-calendar,46.1-0ubuntu2,
gnome-calls,46.0-1ubuntu1,
gnome-characters,46.0-1build1,
gnome-chess,46.0-1build1,
gnome-clocks,46.0-1build1,
gnome-color-manager,3.36.0-2build2,
gnome-commander,1.16.1-1build4,
gnome-connections,46.0-2,
gnome-console,46.0-1build1,
gnome-contacts,46.0-1build1,
gnome-control-center,46.5-0ubuntu0.24.04.1,
gnome-dictionary,40.0-3build2,
gnome-disk-utility,46.0-1ubuntu3,
gnome-dvb-client,0.2.91~git20170110-5build3,
gnome-feeds,2.2.0-3,
gnome-firmware,46.0-1build1,
gnome-flashback,3.52.1-2ubuntu1,
gnome-font-viewer,46.0-1build1,
gnome-genius,1.0.27-1build4,
gnome-initial-setup,46.3-1ubuntu3~24.04.1,
gnome-keysign,1.3.0-3,
gnome-kiosk,46.0-1build2,
gnome-kiosk-script-session,46.0-1build2,
gnome-kiosk-search-appliance,46.0-1build2,
gnomekiss,2.0-6.1build4,
gnome-klotski,3.38.2-1build3,
gnome-logs,45.0-1build1,
gnome-mahjongg,3.40.1-1,
gnome-maps,46.0-1build1,
gnome-mastermind,0.4.0-4build2,
gnome-metronome,1.3.0-2,
gnome-mines,40.1-1build2,
gnome-mousetrap,3.17.3-9,
gnome-multi-writer,3.32.1-2build3,
gnome-music,46.0-1build1,
gnome-nettool,42.0-1build2,
gnome-network-displays,0.92.1-2build2,
gnome-nibbles,4.0.4-1,
gnome-online-accounts,3.50.4-0ubuntu2,
gnome-online-accounts-gtk,3.50.1-0ubuntu1,
gnome-packagekit,43.0-2build3,
gnome-package-updater,43.0-2build3,
gnome-paint,0.4.0-9ubuntu1,
gnome-panel,3.52.0-1ubuntu2,
gnome-pass-search-provider,1.3.0-1,
gnome-pie,0.7.3-2build2,
gnome-power-manager,43.0-2build2,
gnome-remote-desktop,46.3-0ubuntu1,
gnome-robots,40.0-2build2,
gnome-screensaver,3.6.1-13ubuntu4,
gnome-screensaver-flags,0.1-1.1,
gnome-screenshot,41.0-2build2,
gnome-shell,46.0-0ubuntu6~24.04.6,
gnome-shell-extension-gsconnect,57-1,
gnome-shell-extension-manager,0.5.0-1build1,
gnome-shell-extension-prefs,46.0-0ubuntu6~24.04.6,
gnome-shell-pomodoro,0.25.1-1,
gnome-snapshot,46.2-1ubuntu2,
gnome-software,46.0-1ubuntu2,
gnome-sound-recorder,43~beta-1,
gnome-split,1.2-5,
gnome-startup-applications,46.0-1ubuntu4,
gnome-subtitles,1.8-1,
gnome-sudoku,46.0-1build1,
gnome-system-monitor,46.0-1build1,
gnome-system-tools,3.0.0-9.1ubuntu4,
gnome-taquin,3.38.1-2build2,
gnome-terminal,3.52.0-1ubuntu2,
gnome-tetravex,3.38.2-3build2,
gnome-text-editor,46.3-0ubuntu2,
gnome-tour,46.0-2,
gnome-tweaks,46.0-2,
gnome-usage,46.0-1build1,
gnome-user-share,43.0-1build2,
gnome-video-arcade,0.8.8-5build3,
gnome-video-trimmer,0.8.2-2,
gnome-weather,46.0-1,
gnomint,1.3.0-4build2,
gnote,46.0-1,
gnubg,1.07.001-3build6,
gnubiff,2.2.17-5build3,
gnucash,5.5-1.2build1,
gnudatalanguage,1.0.4-1build6,
gnugo,3.8-11build2,
gnujump,1.0.8-3.1,
gnumail.app,1.4.0-2,
gnumed-client,1.8.18+dfsg-2,
gnumeric,1.12.56-2build5,
gnunet,0.20.0-4.1build3,
gnunet-gtk,0.20.0-4,
gnuradio,3.10.9.2-1.1ubuntu2,
gnurobbo,0.68+dfsg-6,
gnuserv,3.12.8-12,
gnusim8085,1.4.1-1build3,
gnustep-dl2,0.12.0-16build2,
gnustep-examples,1.4.0-3build3,
goattracker,2.76+ds-3,
goban-ss,1.1-6,
gobby,0.6.0-2build2,
godot3,3.5.2-stable-2build4,
go-for-it,1.9.6-4build3,
goldencheetah,3.5-2ubuntu2,
goldendict,1.5.0-1build4,
goldendict-ng,23.12.26-1build2,
goldendict-webengine,23.10.01-1build3,
golly,3.3-1.1build3,
gom,0.30.4-1,
gomoku.app,1.2.9-5build1,
goobox,3.6.0-11build2,
goodvibes,0.7.9-1build2,
gopchop,1.1.8-7build4,
gorm.app,1.3.1-1build1,
gosa-desktop,2.8~git20230203.10abe45+dfsg-11,
gourmand,1.1.0+really1.1.0~rc3-3,
goverlay,0.9.1-2,
goxel,0.11.0-1.1build3,
gpa,0.10.0-6,
gpac,2.2.1+dfsg1-3.1build2,
gparted,1.5.0-1deepin0,
gpaste-2,45-2ubuntu5,
gperiodic,3.0.3-1build2,
gpick,0.2.6-1ubuntu2,
gpicview,0.2.5-deepin1,
gplanarity,17906-7build3,
gpodder,3.11.3-2ubuntu1,
gpredict-doc,2.3-115-g0f3beb6-3build3,
gprename,20210415-1,
gprompter,0.9.1-2.2-deepin1+rb1,
gpsbabel-gui,1.9.0+ds-2build3,
gpscorrelate-gui,2.0-4build2,
gpsd-clients,3.25-3ubuntu3.1,
gpsprune,23.2-1,
gpxviewer,1.1.0-5,
gpy,1.0.2.20210607,
gqrx-sdr,2.17.4-2build3,
grace,5.1.25-14,
gradebook,1.2-0ubuntu3,
grads,2.2.1-6build2,
grafx2,2.8+ds-3build3,
graide,1.1.0+dfsg-4.1,
gramps,5.1.6+dfsg-1ubuntu1,
granatier,23.08.5-0ubuntu3,
grandorgue,3.13.1-1build2,
grandprinter-mfp,1.0.0-22041,
granite-7-demo,7.4.0-1build3,
granite-demo,6.2.0-3build3,
granule,1.4.0-7-10build3,
grass-core,8.3.2-1ubuntu2,
gravitation,3+dfsg1-6,
gravitywars,1.102-35,
grdesktop,0.23+d040330-7build3,
greed,4.2-1,
gretl-common,2023c-2.1build3,
gridlock.app,1.10-5build4,
grig,0.9.0-1build2,
grimripper,3.0.2-3build2,
gringotts,1.2.10-4build3,
grisbi,3.0.3-1build3,
gromit,20041213-9build3,
gromit-mpx,1.5.1-1build2,
groovy,2.4.21-10,
grop,0.10-1.2build2,
growl-for-linux,0.8.5-9.1build3,
grpn,1.4.1-1.1build3,
grr.app,1.0-1build8,
grsync,1.3.0-1build2,
grub-customizer,5.2.3-1deepin0,
gscan2pdf,2.13.2-1,
gsequencer,6.5.2-1build3,
gshutdown,0.2-0ubuntu14,
gsmartcontrol,1.1.4-1build2,
gtamsanalyzer.app,0.42-8build1,
gtans,1.99.0-2.1build2,
gtetrinet,0.7.11+git20200916.46e7ade-2build4,
gtg,0.6-7,
gthumb,3.12.6-1,
gtimelog,0.12.0-1,
gtk-3-examples,3.24.41-4ubuntu1.2,
gtk-4-examples,4.14.2+ds-1ubuntu1,
gtkam,1.0-4build1,
gtkatlantic,0.6.3-2build2,
gtkballs,3.1.5+git20210713.6e53b66-1build2,
gtk-chtheme,0.3.1-6.1ubuntu1,
gtkcrypto,1.0.2-2build3,
gtkhash,1.5-1build2,
gtkterm,1.2.1-1ubuntu1,
gtk-vector-screenshot,0.3.3-2build2,
gtkwave,3.3.116-1build2,
gtranscribe,0.11-3,
gtranslator,46.0-1build1,
guake,3.10-2,
guake-indicator,1.4.5-2build2,
gucharmap,15.1.5-1,
gufw,24.04.0-2,
guidedog,1.3.0-1build3,
guitarix,0.46.0+dfsg-1,
gummi,0.8.3+really0.8.3-1build3,
gunroar,0.15.dfsg1-10,
gupnp-tools,0.12.1-1build2,
guvcview,2.0.8-2.1build3,
guymager,0.8.13-2build2,
gv,3.7.4-2build2,
gvb,1.4-1.1,
gvidm,0.8-15build3,
gwaei,3.6.2-9.2build1,
gwakeonlan,0.8.5-3,
